URL,Importance,Work Style,Work Style Description
https://www.onetonline.org/link/details/17-3027.00,70,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/17-3027.00,68,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/17-3027.00,68,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/17-3027.00,66,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/17-3027.00,66,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/17-3027.00,64,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/17-3027.00,62,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/17-3027.00,62,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/17-3027.00,59,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/17-3027.00,51,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/17-3027.00,47,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/17-2141.00,87,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/17-2141.00,85,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/17-2141.00,83,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/17-2141.00,83,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/17-2141.00,82,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/17-2141.00,81,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/17-2141.00,78,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/17-2141.00,77,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/17-2141.00,75,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/17-2141.00,73,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/17-2141.00,73,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/17-2141.00,72,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/17-2141.00,71,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/17-2141.00,68,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/17-2141.00,67,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/17-2141.00,47,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
